district_name,uid,area,min,max,mean,count,sum,median,geometry,source_file,bounds
Bhadradri Kothagudem,TSD0001,6974.14,0.15146537125110626,0.2537960112094879,0.1894513023062928,1825.0,345.7486267089844,0.19091986119747162,"(80.20302028700007, 17.190519193000057, 81.31479948400005, 18.238859586000046)",28-02-2022.geojson,
Jagtial,TSD0002,2853.09,0.3313184678554535,0.3963053524494171,0.3691442484591441,758.0,279.81134033203125,0.3744136393070221,"(78.51948718900007, 18.563739734000023, 79.29767471800005, 19.07988819600007)",28-02-2022.geojson,
Jangoan,TSD0003,2112.71,0.2838965952396393,0.3778013288974762,0.3356428606992118,559.0,187.62435913085938,0.33826372027397156,"(78.86787166400006, 17.491730369000038, 79.56249112400008, 17.998869741000078)",28-02-2022.geojson,
Mulugu,TSD0004,4189.02,0.1859060674905777,0.33660998940467834,0.22469488464959778,1111.0,249.63601684570312,0.2092251181602478,"(79.81612732700006, 17.99631982000011, 80.7937048350002, 18.63260770700009)",28-02-2022.geojson,
Kamareddy,TSD0005,3701.83,0.18879221379756927,0.36795884370803833,0.3186816993486918,977.0,311.3520202636719,0.3359983563423157,"(77.52089201100006, 18.068441783000026, 78.56926485100007, 18.558842766000055)",28-02-2022.geojson,
Karimnagar,TSD0006,2127.79,0.34495851397514343,0.3958909809589386,0.38380909819082626,559.0,214.54928588867188,0.3868059515953064,"(78.94956144100007, 18.132462591000035, 79.58025617800001, 18.678822129000025)",28-02-2022.geojson,
Khammam,TSD0007,4491.25,0.1626289188861847,0.3619392514228821,0.2657861117658944,1160.0,308.3118896484375,0.26477187871932983,"(79.80212475200005, 16.768789670000046, 80.92560532200008, 17.577896090000024)",28-02-2022.geojson,
Mahabubabad,TSD0008,3551.04,0.18604601919651031,0.39572277665138245,0.29960961050542606,933.0,279.5357666015625,0.29127323627471924,"(79.51293497700004, 17.321621569000058, 80.32312548900006, 18.106543834000092)",28-02-2022.geojson,
Mancherial,TSD0009,3909.4,0.17350861430168152,0.38386279344558716,0.2684093405717159,1041.0,279.41412353515625,0.2663920819759369,"(78.87934684700008, 18.672040560000028, 79.96247775100005, 19.288073780000047)",28-02-2022.geojson,
Medak,TSD0010,2771.68,0.2523129880428314,0.36795884370803833,0.3275091247981861,721.0,236.1340789794922,0.33406582474708557,"(77.79480732300004, 17.664489015000072, 78.58893089700007, 18.215476757000033)",28-02-2022.geojson,
Nagarkurnool,TSD0011,6399.07,0.1366022378206253,0.2322944700717926,0.1795108369241916,1639.0,294.21826171875,0.17842969298362732,"(78.10083116400006, 16.00532167600005, 79.23432760400004, 16.830959432000043)",28-02-2022.geojson,
Nalgonda,TSD0012,7218.26,0.13819430768489838,0.40535596013069153,0.27457675832919975,1890.0,518.9500732421875,0.2820988595485687,"(78.62614167300006, 16.35584791900004, 79.70200312500003, 17.35996707100003)",28-02-2022.geojson,
