district_name,uid,area,min,max,mean,count,sum,median,geometry,source_file,bounds
Bhadradri Kothagudem,TSD0001,6974.14,95.34977722167969,129.79330444335938,117.68453788423975,29181.0,3434152.5,120.61331939697266,"(80.20302028700007, 17.190519193000057, 81.31479948400005, 18.238859586000046)",01-01-2023.geojson,
Jagtial,TSD0002,2853.09,99.32720947265625,119.78384399414062,108.24087455611529,12109.0,1310688.75,106.7130126953125,"(78.51948718900007, 18.563739734000023, 79.29767471800005, 19.07988819600007)",01-01-2023.geojson,
Jangoan,TSD0003,2112.71,92.1348876953125,108.41509246826172,103.4845993158367,8916.0,922668.6875,102.89929962158203,"(78.86787166400006, 17.491730369000038, 79.56249112400008, 17.998869741000078)",01-01-2023.geojson,
Mulugu,TSD0004,4189.02,90.10081481933594,120.61331939697266,105.50166807432433,17760.0,1873709.625,107.30298614501953,"(79.81612732700006, 17.99631982000011, 80.7937048350002, 18.63260770700009)",01-01-2023.geojson,
Kamareddy,TSD0005,3701.83,92.85888671875,101.06231689453125,96.568044161005,15602.0,1506654.625,96.5571517944336,"(77.52089201100006, 18.068441783000026, 78.56926485100007, 18.558842766000055)",01-01-2023.geojson,
Karimnagar,TSD0006,2127.79,99.27334594726562,117.38219451904297,107.6610659602796,9013.0,970349.1875,105.50328826904297,"(78.94956144100007, 18.132462591000035, 79.58025617800001, 18.678822129000025)",01-01-2023.geojson,
Khammam,TSD0007,4491.25,109.50090026855469,122.62776947021484,117.4838921321836,18671.0,2193541.75,117.2960433959961,"(79.80212475200005, 16.768789670000046, 80.92560532200008, 17.577896090000024)",01-01-2023.geojson,
Mahabubabad,TSD0008,3551.04,107.20008087158203,117.2960433959961,112.0168232393897,15009.0,1681260.5,111.88419342041016,"(79.51293497700004, 17.321621569000058, 80.32312548900006, 18.106543834000092)",01-01-2023.geojson,
Mancherial,TSD0009,3909.4,97.28697204589844,119.78384399414062,114.77149252828362,16529.0,1897058.0,115.533935546875,"(78.87934684700008, 18.672040560000028, 79.96247775100005, 19.288073780000047)",01-01-2023.geojson,
Medak,TSD0010,2771.68,92.21617889404297,96.36457824707031,94.26392448317102,11706.0,1103453.5,94.43901062011719,"(77.79480732300004, 17.664489015000072, 78.58893089700007, 18.215476757000033)",01-01-2023.geojson,
Nagarkurnool,TSD0011,6399.07,69.45563507080078,85.6012954711914,76.90578069471512,26169.0,2012547.375,77.59074401855469,"(78.10083116400006, 16.00532167600005, 79.23432760400004, 16.830959432000043)",01-01-2023.geojson,
Nalgonda,TSD0012,7218.26,79.25385284423828,110.31982421875,94.71311163973965,30267.0,2866681.75,93.22360229492188,"(78.62614167300006, 16.35584791900004, 79.70200312500003, 17.35996707100003)",01-01-2023.geojson,
Nirmal,TSD0013,3729.13,101.65754699707031,111.8942642211914,104.20503425961172,15762.0,1642479.75,103.25533294677734,"(77.76173454100007, 18.84522452500005, 78.95237500500008, 19.342882151000026)",01-01-2023.geojson,
Nizamabad,TSD0014,4168.33,95.95121002197266,104.66466522216797,100.28350135931129,17656.0,1770605.5,100.46414184570312,"(77.73094369300003, 18.43404349700006, 78.64029038200005, 19.015710890000037)",01-01-2023.geojson,
Peddapalli,TSD0015,2195.39,110.14643096923828,117.41361999511719,115.08250670241287,9325.0,1073144.375,114.44075012207031,"(79.11294947900006, 18.385471986000027, 79.83268954900007, 18.854875013000026)",01-01-2023.geojson,
Rajanna Sircilla,TSD0016,1897.97,92.85888671875,104.66466522216797,98.26859767470778,8042.0,790276.0625,99.32720947265625,"(78.52078465300008, 18.21376387500004, 79.02266919100003, 18.69041016700004)",01-01-2023.geojson,
Sangareddy,TSD0017,4460.37,81.3594970703125,99.41439819335938,91.91812162955844,18729.0,1721534.5,92.48957824707031,"(77.44416825100006, 17.42785604100004, 78.44886573200006, 18.309307690000026)",01-01-2023.geojson,
Siddipet,TSD0018,3637.17,91.946044921875,105.50328826904297,95.43524272792347,15367.0,1466553.375,94.2927474975586,"(78.49289586600008, 17.667265188000044, 79.30335584600004, 18.34315846100003)",01-01-2023.geojson,
Vikarabad,TSD0019,3618.96,76.29360961914062,89.88328552246094,80.6826884986135,15146.0,1222020.0,78.93319702148438,"(77.36247981800005, 16.90300025500005, 78.07315782100005, 17.637813938000022)",01-01-2023.geojson,
Wanaparthy,TSD0020,2174.67,69.45563507080078,77.88653564453125,74.19833250852304,9093.0,674685.4375,74.1567611694336,"(77.65718116, 15.94285645900004, 78.31347526600007, 16.626992442000073)",01-01-2023.geojson,
Warangal Rural,TSD0021,2139.98,107.20008087158203,113.04235076904297,110.23450110558319,9045.0,997071.0625,110.31635284423828,"(79.47950597500005, 17.619303173000105, 80.04124404200007, 18.279223933000026)",01-01-2023.geojson,
Warangal Urban,TSD0022,1294.45,102.86058044433594,110.87360382080078,107.49881213450293,5472.0,588233.5,107.9620590209961,"(79.23082975700004, 17.786163054000042, 79.67163482100005, 18.266255774000058)",01-01-2023.geojson,
Yadadri Bhuvanagiri,TSD0023,3422.72,87.63627624511719,109.27039337158203,97.22321119045968,14423.0,1402250.375,97.34452056884766,"(78.68260567800007, 17.04419639500003, 79.45808114400006, 17.812669696000114)",01-01-2023.geojson,
